identityLineItemId,lineItemUnblendedCost,lineItemUsageStartDate,lineItemUsageEndDate,lineItemLineItemType,lineItemResourceId
n22pb3soubtlui6fvzhfoysijke6elswkm5saknusm6abjacpaqa,4.122,2023-07-05T00:00:00Z,2023-07-05T20:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-user-fraud-01-001
w6mcxprwyi4ovom6prt2gvgmdtpqdeeeoqo2mufcjmnt7xfyaupa,13.454,2023-07-04T00:00:00Z,2023-07-04T14:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-07-001
lsmn7z25ocskhoez3ocfcj34sjprndgxbwkf762e54ancq46jgua,3.374,2023-07-04T00:00:00Z,2023-07-04T14:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-circuitbreaker-02-002
7jurfvksffnwfktfcgywvmzg65gn24twh3eizcffhdnzlxhnstza,12.824,2023-07-04T00:00:00Z,2023-07-04T14:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-14-001
spasf6bjfr64l3c742u37aec47lf56trzqpe3c5gpuglcyvde32a,13.454,2023-07-04T00:00:00Z,2023-07-04T14:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-05-002
fkzssjku3kvotarngf7kxn2j6i3srn5jz3ba2zs3a7javgnhnmzq,13.454,2023-07-04T00:00:00Z,2023-07-04T14:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-08-001
p26dvrjbisezrrlkodqefsiom3o6otcknp2q6p2hgcsfghrxs5hq,13.454,2023-07-04T00:00:00Z,2023-07-04T14:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-08-002
ajnmvbepvekbcy2db22dzmkq7q4n57orcvhsbufoovanidqdeo6q,0.504,2023-07-04T00:00:00Z,2023-07-04T14:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-delivery-zones-01-002
vzyugny3rovpdnr5uy5vqhdjy57qq72ltnpcar2phvwf3oqj3kca,13.454,2023-07-04T00:00:00Z,2023-07-04T14:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-03-002
zlo2ghgnl2jytufoxsou5myvvnwtv5fysetm72a34etxqvx6h6vq,13.454,2023-07-04T00:00:00Z,2023-07-04T14:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-05-001
geinrz2rhzhiyam7a62b24kkczr46rlnbox2z7xrw4aqh3biegxq,2.061,2023-07-04T00:00:00Z,2023-07-04T14:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-user-fraud-01-002
fbnkbscibjvjxk7ltlmc67bwmfaz6j4h633fm4hqdr2lxpv7cznq,3.374,2023-07-04T00:00:00Z,2023-07-04T14:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-circuitbreaker-04-001
hhz4iwn4qawxwsestnajitodyxvz7ai52blwlitsqv6hmwtkdmra,23.064,2023-07-03T00:00:00Z,2023-07-04T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-10-002
lbieknhbvs4ywduezna4huwhzgi3hvf2wijcevlwyhjkhbm4afdq,23.064,2023-07-03T00:00:00Z,2023-07-04T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-09-001
btjl3soi5qtuyrudgrj7fel7pstm3wc2qfx4rpk7zytnrh6koola,0.864,2023-07-04T00:00:00Z,2023-07-05T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-delivery-zones-01-001
laeee7af2s56v4odtpol7a62hx2dh7c45bzb53dq6vlaxglmqlkq,14.415,2023-07-06T00:00:00Z,2023-07-06T15:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-05-002
fslclncdlslv2b647k37quosa2yogmgl3qq23ypws4sldousyfla,23.064,2023-07-02T00:00:00Z,2023-07-03T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-03-002
yze7p2u5qj743oeu3ua7fsjuxns2ljq75ycblejjdvaxpac64vpa,10.076,2023-07-01T01:00:00Z,2023-07-01T22:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-11-001
pkqagdk5ja6ckzw6wsuud6z5jkeqejdlpmm7bdvarejf7vus5e7a,23.064,2023-07-05T00:00:00Z,2023-07-06T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-10-001
u74u2tn7cd7kzonxfywe5pws7ueh4zqu4yyuamxputbojmbt72ya,23.064,2023-07-05T00:00:00Z,2023-07-06T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-01-001
62tc5b6wzfhn6rzfq5eo436ipvevvpfmwgzk2x2q7s2jfp7bg75q,5.784,2023-07-02T00:00:00Z,2023-07-03T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-circuitbreaker-01-001
crf2e3ujyi3eaghs2m527xhz5o2xtpfe3mxor67qfcw25v4ypzwq,23.064,2023-07-01T00:00:00Z,2023-07-02T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-stickyguid-01-002
kvmh4klxpsiztpkfi7jftujonpudiesu46p5stkvcxqp4hfljcia,23.064,2023-07-01T00:00:00Z,2023-07-02T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-basket-01-001
zbhxgrdxwyrin4rhdgrrhut35fa5nxoox2gxd3icp7yzlaje4y4q,21.984,2023-07-02T00:00:00Z,2023-07-03T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-14-001
j6iqbwslv76oobeyd6tjluf4fhsuddbcft5ikssablpbye6ek47q,23.064,2023-07-01T00:00:00Z,2023-07-02T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-roo-service-account-01-003
jd4ayulvxo77ox7qdnbrzxg3psc5dkyeocjfb2kkish3cipzlbca,23.064,2023-07-05T00:00:00Z,2023-07-06T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-07-001
cjzziveu2bllf3sjl3amdvwudouzujg77obskzm2u6qa6qjezncq,3.664,2023-07-04T00:00:00Z,2023-07-05T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-rooinvite-01-001
mjjio6cmz6sdusxlp75pcxnf2io5nbcnj5q5bfddnd4qcxxj6cyq,23.064,2023-07-03T00:00:00Z,2023-07-04T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-07-002
tp3yrdhvimfonxp2do5hobgo4drurrhjlyirbbtmzr3a2xt63erq,23.064,2023-07-03T00:00:00Z,2023-07-04T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-04-001
uw7nucnae6etgbpbhxbwbyi4xoucojko4mbrozb7jffhhvj57kra,5.784,2023-07-03T00:00:00Z,2023-07-04T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-circuitbreaker-01-002
j26hzjuk74zvhhkrolrtde25eyowmpftvd26kaxjygqnrfdczcma,2.519,2023-07-06T00:00:00Z,2023-07-06T15:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-rooinvite-01-002
h77pdqn2nuxcij4c6ohwx3a7mj3ab6pbdcpbvof44xgqzth7zy7a,0.864,2023-07-05T00:00:00Z,2023-07-06T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-delivery-zones-01-002
w4oudmkw5xz4xrztfqxnpfuu57brzd5caj2r3pkwzsrlyxe4ltrq,2.46,2023-07-01T00:00:00Z,2023-07-01T22:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-restaurants-01-001
mjjio6cmz6sdusxlp75pcxnf2io5nbcnj5q5bfddnd4qcxxj6cyq,23.064,2023-07-04T00:00:00Z,2023-07-05T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-07-002
plx2pw4wkaxhdibgau4nyfxlcg7nb7xus7kcxifsesxltzqec7mq,2.748,2023-07-01T11:00:00Z,2023-07-01T18:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-flipper-cache-01-002
ivtnr3qthwpjd7snqra5byusqzymmemn6oebn5z6q7ihnlgqz7cq,23.064,2023-07-03T00:00:00Z,2023-07-04T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-05-001
7iyoflgindefasmnf4fzdqoh6guyl7tqanghdekuhrditgj4ssya,23.064,2023-07-04T00:00:00Z,2023-07-05T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-04-002
2pqp7b5og2b4dm3zjpkgyzunp5t3qqavgbtepunxykxjlj7k7jfq,23.064,2023-07-04T00:00:00Z,2023-07-05T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-02-001
5e44gttjtegcg5vtlq7clykznjhxvkwiuzpbahnzkfwvga66do7q,12.168,2023-07-04T00:00:00Z,2023-07-05T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-cache-03-002
h77pdqn2nuxcij4c6ohwx3a7mj3ab6pbdcpbvof44xgqzth7zy7a,0.576,2023-07-06T00:00:00Z,2023-07-06T16:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-delivery-zones-01-002
zbhxgrdxwyrin4rhdgrrhut35fa5nxoox2gxd3icp7yzlaje4y4q,21.984,2023-07-04T00:00:00Z,2023-07-05T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-14-001
rnmyz3vllx5sc2hkzw6geayc4uhwc6mmm2opsrsev7pu7qm44qza,21.984,2023-07-03T00:00:00Z,2023-07-04T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-14-002
hhzjxwp7mjue55hyl347dbcdwlln22ck7cbkqdwjygvzfb5f3ugq,23.064,2023-07-01T00:00:00Z,2023-07-02T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-05-001
btjl3soi5qtuyrudgrj7fel7pstm3wc2qfx4rpk7zytnrh6koola,0.576,2023-07-06T00:00:00Z,2023-07-06T16:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-delivery-zones-01-001
gpn5i5y76errajswusrqmdqimj74unsuhzu26otrekcozo7lqz3q,23.064,2023-07-04T00:00:00Z,2023-07-05T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-roo-service-account-01-001
btjl3soi5qtuyrudgrj7fel7pstm3wc2qfx4rpk7zytnrh6koola,0.864,2023-07-01T00:00:00Z,2023-07-02T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-delivery-zones-01-001
yze7p2u5qj743oeu3ua7fsjuxns2ljq75ycblejjdvaxpac64vpa,0.916,2023-07-03T03:00:00Z,2023-07-03T04:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-11-001
h77pdqn2nuxcij4c6ohwx3a7mj3ab6pbdcpbvof44xgqzth7zy7a,0.864,2023-07-03T00:00:00Z,2023-07-04T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-delivery-zones-01-002
xe664andwbjlkasvbksaau7qc27szks26uyrps4pffpkex4gf34a,5.784,2023-07-04T00:00:00Z,2023-07-05T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-circuitbreaker-03-001
bvpbhwraiqwbgdjabrdwmklsi6vj65fovrbobyrww5x74ppnxmma,23.064,2023-07-03T00:00:00Z,2023-07-04T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-04-001
gcnqnarr62wdyhnl3vx5apm4fac25m6ocwmmtns5l262pgo7y4qq,23.064,2023-07-03T00:00:00Z,2023-07-04T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-09-002
hix3iou5q6t5we4at67blwycgtzdkrjcka437lg3qnxg75f5vrnq,23.064,2023-07-04T00:00:00Z,2023-07-05T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-04-002
rnmyz3vllx5sc2hkzw6geayc4uhwc6mmm2opsrsev7pu7qm44qza,21.984,2023-07-02T00:00:00Z,2023-07-03T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-14-002
qyxyzr4v7wg6fagq4u532km4rhelygxjnmgsir4dhe3oacpimghq,23.064,2023-07-04T00:00:00Z,2023-07-05T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-08-002
5e44gttjtegcg5vtlq7clykznjhxvkwiuzpbahnzkfwvga66do7q,12.168,2023-07-01T00:00:00Z,2023-07-02T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-cache-03-002
j6iqbwslv76oobeyd6tjluf4fhsuddbcft5ikssablpbye6ek47q,14.415,2023-07-06T00:00:00Z,2023-07-06T15:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-roo-service-account-01-003
nj5lm5oh32klc3pyulgzr2mhkewb3wwrpmtensvvlpbkazrw543q,21.984,2023-07-04T00:00:00Z,2023-07-05T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-13-002
injxfz2h377marjxzcxxy7kvjcoxp2s2fqdkyvibam2nv7tpgeha,23.064,2023-07-05T00:00:00Z,2023-07-06T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-01-001
tp3yrdhvimfonxp2do5hobgo4drurrhjlyirbbtmzr3a2xt63erq,23.064,2023-07-04T00:00:00Z,2023-07-05T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-04-001
uf43huc565w635n37a4xxkolsv3qmpcu44r2oolyr6gxohtotd6a,23.064,2023-07-02T00:00:00Z,2023-07-03T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-03-001
6w53imeqwajucl2lofg3rzqbg5t74sn6f6eqed3ey7egciybe7iq,14.415,2023-07-06T00:00:00Z,2023-07-06T15:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-06-002
7iyoflgindefasmnf4fzdqoh6guyl7tqanghdekuhrditgj4ssya,14.415,2023-07-06T00:00:00Z,2023-07-06T15:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-04-002
kz7denujohg2hrnmfrhze7lxrxcqmpawfhyqfow2hq2off4yqgua,3.664,2023-07-02T03:00:00Z,2023-07-02T21:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-user-fraud-01-002
2yhh34mrq2ivzt6ag7ezgxzzhdoxfwqa3kknsyil5w2kozv4ivdq,23.064,2023-07-04T00:00:00Z,2023-07-05T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-basket-01-002
3lkxg5cfswgrafafgpcxxkuytvm7g4ytc6im5jfmcyuxgpozethq,3.116,2023-07-05T00:00:00Z,2023-07-06T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-restaurants-01-002
r6d5sedfybxneiwcjgwx7rbryxwxs5hotgild2x273wgtzqxctka,21.984,2023-07-03T00:00:00Z,2023-07-04T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-12-002
nn7fturnuir7hcodkpz5bp4js2a5ewi27iveyvzbbytpbmnipana,23.064,2023-07-05T00:00:00Z,2023-07-06T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-roo-service-account-01-002
mwofpdgnifwawcs3ksht4x73ibvucle7xmdk2liooxvcgprrrafq,21.984,2023-07-02T00:00:00Z,2023-07-03T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-13-001
crf2e3ujyi3eaghs2m527xhz5o2xtpfe3mxor67qfcw25v4ypzwq,14.415,2023-07-06T00:00:00Z,2023-07-06T15:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-stickyguid-01-002
5e44gttjtegcg5vtlq7clykznjhxvkwiuzpbahnzkfwvga66do7q,12.168,2023-07-02T00:00:00Z,2023-07-03T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-cache-03-002
wjlzhnlh63o7332litp3l2ryzu2fn7g3cjybpk6xvwq43c5jsapq,3.664,2023-07-01T00:00:00Z,2023-07-01T22:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-flipper-cache-01-001
6w53imeqwajucl2lofg3rzqbg5t74sn6f6eqed3ey7egciybe7iq,23.064,2023-07-03T00:00:00Z,2023-07-04T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-06-002
gpn5i5y76errajswusrqmdqimj74unsuhzu26otrekcozo7lqz3q,23.064,2023-07-03T00:00:00Z,2023-07-04T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-roo-service-account-01-001
injxfz2h377marjxzcxxy7kvjcoxp2s2fqdkyvibam2nv7tpgeha,23.064,2023-07-01T00:00:00Z,2023-07-02T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-01-001
uw7nucnae6etgbpbhxbwbyi4xoucojko4mbrozb7jffhhvj57kra,3.615,2023-07-06T00:00:00Z,2023-07-06T15:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-circuitbreaker-01-002
bxqt6v65e44ineup522kfxtqiq7kyxkjm4z2vtk6fcmekb2fillq,23.064,2023-07-03T00:00:00Z,2023-07-04T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-06-001
25ivymemwg6qco4swicfkpraj5ulhvs26shiir4kxtuoiwenmbnq,23.064,2023-07-04T00:00:00Z,2023-07-05T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-06-001
mib7ibz2fhlvnwpyr7adctfvkkvnxqyzrduauw273exq6am6xkpa,23.064,2023-07-02T00:00:00Z,2023-07-03T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-09-002
7jurfvksffnwfktfcgywvmzg65gn24twh3eizcffhdnzlxhnstza,10.992,2023-07-02T00:00:00Z,2023-07-02T12:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-14-001
iz2p5nitw5xzxohkodbrfm7bv7fr3hkz573ch62olmf2bqlaqtoq,11.532,2023-07-02T00:00:00Z,2023-07-02T12:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-basket-01-001
g2vaw454rfvjkmmu7wk26px366mv6idmmkxcjnsevqb4cbfybjda,8.232,2023-07-02T00:00:00Z,2023-07-02T12:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-users-01-001
wkletwgwq2ky436rkqpgukw7cp7tvdszmbetr2uphct7gqxlqzhq,11.532,2023-07-02T00:00:00Z,2023-07-02T12:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-01-001
fkzssjku3kvotarngf7kxn2j6i3srn5jz3ba2zs3a7javgnhnmzq,11.532,2023-07-02T00:00:00Z,2023-07-02T12:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-08-001
w72pap2pcuhj5yryfhxmp6pf5akuxsbzpmkci5mpp5uurhaieuvq,11.532,2023-07-02T00:00:00Z,2023-07-02T12:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-06-002
pjmak5a6dqzaur6bmydwnluz3wrfwobhmfbwomjbu4fsxstvmrrq,11.532,2023-07-02T00:00:00Z,2023-07-02T12:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-roo-service-account-01-002
hvipfay46ltpdkv4uhry2a223thn3jdo2squgzq3ss4jsqaa4dga,11.532,2023-07-02T00:00:00Z,2023-07-02T12:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-09-001
hik5wq4c6sftisfqnaugczni2igglt2zbue3ucphcnc4osqjwtqq,2.892,2023-07-02T00:00:00Z,2023-07-02T12:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-circuitbreaker-04-002
w7zp4toeruq4aksxknclnnzrznwr4wmfrigsvhqjano5fyg2vh7q,5.76,2023-07-02T00:00:00Z,2023-07-02T12:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-active-session-tracker-01-001
zkt7jmlwj5oxi5ugt6ceyormnkipdzika2dxojje7sjku7zdw54a,10.992,2023-07-02T00:00:00Z,2023-07-02T12:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-13-001
u7amtxwft3pdxhdyq3mtyery26i3rhsap2jdsbhigvfigfiiguwa,11.532,2023-07-02T00:00:00Z,2023-07-02T12:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-03-001
kb4e66vgz3bidmaqaial246taiqhrvozyz5rv5gzs6irps6ebpza,2.892,2023-07-02T00:00:00Z,2023-07-02T12:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-circuitbreaker-03-002
zkt7jmlwj5oxi5ugt6ceyormnkipdzika2dxojje7sjku7zdw54a,20.152,2023-07-02T00:00:00Z,2023-07-02T22:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-13-001
6x6vi5jvxpejiper5ydwcz7xbje5syf65ami3glenbrkxeftxmsq,21.142,2023-07-02T00:00:00Z,2023-07-02T22:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-stickyguid-01-002
r7iqiqtjwjwirgmt7hrf5cyekyj26ovftakghlvbm6f43viasbsq,21.142,2023-07-02T00:00:00Z,2023-07-02T22:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-08-001
5m5s3alxffahrykejjbscdsqa7mu2gvejtu4wpngjni5htaheqga,15.092,2023-07-02T00:00:00Z,2023-07-02T22:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-users-01-002
5yborlhmb2zxqza3pqzdw27fezdo5it6zw3hjie2qc4n4u2osg6a,12.168,2023-07-01T00:00:00Z,2023-07-02T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-cache-03-002
r7iqiqtjwjwirgmt7hrf5cyekyj26ovftakghlvbm6f43viasbsq,23.064,2023-07-01T00:00:00Z,2023-07-02T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-08-001
qkc5wd2vmkiwznlmikpbgaqbwv5v6ayl3ipcd5uyi3x4tagfisga,23.064,2023-07-01T00:00:00Z,2023-07-02T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-10-002
ajnmvbepvekbcy2db22dzmkq7q4n57orcvhsbufoovanidqdeo6q,0.864,2023-07-02T00:00:00Z,2023-07-03T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-delivery-zones-01-002
6x6vi5jvxpejiper5ydwcz7xbje5syf65ami3glenbrkxeftxmsq,23.064,2023-07-02T00:00:00Z,2023-07-03T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-stickyguid-01-002
fbnkbscibjvjxk7ltlmc67bwmfaz6j4h633fm4hqdr2lxpv7cznq,5.784,2023-07-05T00:00:00Z,2023-07-06T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-circuitbreaker-04-001
u63p2wnpjcm2vv77fywp2rxckykzjqaqmyxxmzfuxl4c57fmg6na,23.064,2023-07-03T00:00:00Z,2023-07-04T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-09-002
spasf6bjfr64l3c742u37aec47lf56trzqpe3c5gpuglcyvde32a,23.064,2023-07-05T00:00:00Z,2023-07-06T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-05-002
yrsldckt64eyx4nz23e5a6mc3j5mga2pwsqyvbxqkcg62todp6tq,23.064,2023-07-03T00:00:00Z,2023-07-04T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-02-001
hvipfay46ltpdkv4uhry2a223thn3jdo2squgzq3ss4jsqaa4dga,23.064,2023-07-01T00:00:00Z,2023-07-02T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-09-001
qqmqn2hz4g5h5n2yprshwzxk64kwajp2l3h6jiobb2pliujej4ra,23.064,2023-07-02T00:00:00Z,2023-07-03T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-08-002
hvipfay46ltpdkv4uhry2a223thn3jdo2squgzq3ss4jsqaa4dga,23.064,2023-07-05T00:00:00Z,2023-07-06T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-09-001
w6mcxprwyi4ovom6prt2gvgmdtpqdeeeoqo2mufcjmnt7xfyaupa,23.064,2023-07-02T00:00:00Z,2023-07-03T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-07-001
kjdyjviticlkbw2rdadexn3xtqqryv3vaxeeo7d5kjkr4uy27i2q,21.068,2023-07-04T00:00:00Z,2023-07-05T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-12-001
v36x4hnm2zaww6l2hzmygb46m7s6z5tq3uemmzotwm2esflxjtta,11.52,2023-07-01T00:00:00Z,2023-07-02T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-active-session-tracker-01-002
crf2e3ujyi3eaghs2m527xhz5o2xtpfe3mxor67qfcw25v4ypzwq,23.064,2023-07-04T00:00:00Z,2023-07-05T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-stickyguid-01-002
ir4ouhkc2qnfwexqp4guix4ftqmdb2ftlnm2anfpbqhszczvtrla,23.064,2023-07-02T00:00:00Z,2023-07-03T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-07-002
mwofpdgnifwawcs3ksht4x73ibvucle7xmdk2liooxvcgprrrafq,20.152,2023-07-01T01:00:00Z,2023-07-02T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-13-001
f7fwwjbhuhyawrkodlhhpgc62iyrgdkaywu3c25nnasdliofxxnq,16.464,2023-07-01T00:00:00Z,2023-07-02T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-users-01-001
